	0.17335	0.34975	0.39155	0.4328	0.4333	0.4339	0.43495	0.8229	1.6052	Source	Target
K+##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	K+	bc1012
bc1012##L-Alanine##Microbe	-7.09330391	-1.34495212	-0.66366966	-0.37479236	-0.37479236	-0.37479236	-0.37479236	-2.239e-05	0.0	bc1012	L-Alanine
L-Alanine##bc1012##Metabolite	7.09330391	1.34495212	0.66366966	0.37479236	0.37479236	0.37479236	0.37479236	2.239e-05	0.0	L-Alanine	bc1012
bc1012##L-Arginine##Microbe	-3.86337331	-0.73252918	-0.36146818	-0.20413094	-0.20413094	-0.20413094	-0.20413094	-1.22e-05	0.0	bc1012	L-Arginine
L-Arginine##bc1012##Metabolite	3.86337331	0.73252918	0.36146818	0.20413094	0.20413094	0.20413094	0.20413094	1.22e-05	0.0	L-Arginine	bc1012
bc1012##L-Asparagine##Microbe	-3.14509271	-0.59633693	-0.29426381	-0.1661788	-0.1661788	-0.1661788	-0.1661788	-9.93e-06	0.0	bc1012	L-Asparagine
L-Asparagine##bc1012##Metabolite	3.14509271	0.59633693	0.29426381	0.1661788	0.1661788	0.1661788	0.1661788	9.93e-06	0.0	L-Asparagine	bc1012
bc1012##L-Aspartate##Microbe	-3.14509271	-0.59633693	-0.29426381	-0.1661788	-0.1661788	-0.1661788	-0.1661788	-9.93e-06	0.0	bc1012	L-Aspartate
L-Aspartate##bc1012##Metabolite	3.14509271	0.59633693	0.29426381	0.1661788	0.1661788	0.1661788	0.1661788	9.93e-06	0.0	L-Aspartate	bc1012
bc1012##L-Cysteine##Microbe	-1.19248526	-0.22610558	-0.11157231	-0.06300793	-0.06300793	-0.06300793	-0.06300793	-3.76e-06	0.0	bc1012	L-Cysteine
L-Cysteine##bc1012##Metabolite	1.19248526	0.22610558	0.11157231	0.06300793	0.06300793	0.06300793	0.06300793	3.76e-06	0.0	L-Cysteine	bc1012
bc1012##L-Glutamate##Microbe	-3.99846884	-0.75814447	-0.3741081	-0.21126905	-0.21126905	-0.21126905	-0.21126905	-1.262e-05	0.0	bc1012	L-Glutamate
L-Glutamate##bc1012##Metabolite	3.99846884	0.75814447	0.3741081	0.21126905	0.21126905	0.21126905	0.21126905	1.262e-05	0.0	L-Glutamate	bc1012
bc1012##L-Glutamine##Microbe	-3.34311903	-0.63388445	-0.31279171	-0.17664201	-0.17664201	-0.17664201	-0.17664201	-1.055e-05	0.0	bc1012	L-Glutamine
L-Glutamine##bc1012##Metabolite	3.34311903	0.63388445	0.31279171	0.17664201	0.17664201	0.17664201	0.17664201	1.055e-05	0.0	L-Glutamine	bc1012
bc1012##L-Histidine##Microbe	-1.24130045	-0.23536136	-0.1161396	-0.0655872	-0.0655872	-0.0655872	-0.0655872	-3.92e-06	0.0	bc1012	L-Histidine
L-Histidine##bc1012##Metabolite	1.24130045	0.23536136	0.1161396	0.0655872	0.0655872	0.0655872	0.0655872	3.92e-06	0.0	L-Histidine	bc1012
bc1012##L-Isoleucine##Microbe	-3.78666373	-0.71798438	-0.35429101	-0.2000778	-0.2000778	-0.2000778	-0.2000778	-1.195e-05	0.0	bc1012	L-Isoleucine
L-Isoleucine##bc1012##Metabolite	3.78666373	0.71798438	0.35429101	0.2000778	0.2000778	0.2000778	0.2000778	1.195e-05	0.0	L-Isoleucine	bc1012
bc1012##L-Leucine##Microbe	-5.87874314	-1.11466083	-0.55003191	-0.31061802	-0.31061802	-0.31061802	-0.31061802	-1.856e-05	0.0	bc1012	L-Leucine
L-Leucine##bc1012##Metabolite	5.87874314	1.11466083	0.55003191	0.31061802	0.31061802	0.31061802	0.31061802	1.856e-05	0.0	L-Leucine	bc1012
bc1012##L-Lysine##Microbe	-4.47007634	-0.84756535	-0.41823304	-0.2361876	-0.2361876	-0.2361876	-0.2361876	-1.411e-05	0.0	bc1012	L-Lysine
L-Lysine##bc1012##Metabolite	4.47007634	0.84756535	0.41823304	0.2361876	0.2361876	0.2361876	0.2361876	1.411e-05	0.0	L-Lysine	bc1012
bc1012##L-Methionine##Microbe	-1.91353143	-0.3628222	-0.17903544	-0.10110619	-0.10110619	-0.10110619	-0.10110619	-6.04e-06	0.0	bc1012	L-Methionine
L-Methionine##bc1012##Metabolite	1.91353143	0.3628222	0.17903544	0.10110619	0.10110619	0.10110619	0.10110619	6.04e-06	0.0	L-Methionine	bc1012
bc1012##L-Phenylalanine##Microbe	-2.41983852	-0.45882243	-0.22640697	-0.12785819	-0.12785819	-0.12785819	-0.12785819	-7.64e-06	0.0	bc1012	L-Phenylalanine
L-Phenylalanine##bc1012##Metabolite	2.41983852	0.45882243	0.22640697	0.12785819	0.12785819	0.12785819	0.12785819	7.64e-06	0.0	L-Phenylalanine	bc1012
bc1012##L-Proline##Microbe	-2.88706958	-0.54741351	-0.27012243	-0.1525455	-0.1525455	-0.1525455	-0.1525455	-9.11e-06	0.0	bc1012	L-Proline
L-Proline##bc1012##Metabolite	2.88706958	0.54741351	0.27012243	0.1525455	0.1525455	0.1525455	0.1525455	9.11e-06	0.0	L-Proline	bc1012
bc1012##L-Serine##Microbe	-3.34205447	-0.6336826	-0.31269211	-0.17658576	-0.17658576	-0.17658576	-0.17658576	-1.055e-05	0.0	bc1012	L-Serine
L-Serine##bc1012##Metabolite	3.34205447	0.6336826	0.31269211	0.17658576	0.17658576	0.17658576	0.17658576	1.055e-05	0.0	L-Serine	bc1012
bc1012##L-Threonine##Microbe	-3.30548547	-0.6267488	-0.30927061	-0.17465355	-0.17465355	-0.17465355	-0.17465355	-1.043e-05	0.0	bc1012	L-Threonine
L-Threonine##bc1012##Metabolite	3.30548547	0.6267488	0.30927061	0.17465355	0.17465355	0.17465355	0.17465355	1.043e-05	0.0	L-Threonine	bc1012
bc1012##L-Tryptophan##Microbe	-0.73920139	-0.14015901	-0.06916178	-0.03905754	-0.03905754	-0.03905754	-0.03905754	-2.33e-06	0.0	bc1012	L-Tryptophan
L-Tryptophan##bc1012##Metabolite	0.73920139	0.14015901	0.06916178	0.03905754	0.03905754	0.03905754	0.03905754	2.33e-06	0.0	L-Tryptophan	bc1012
bc1012##L-Tyrosine##Microbe	-1.88984507	-0.35833106	-0.17681927	-0.09985467	-0.09985467	-0.09985467	-0.09985467	-5.97e-06	0.0	bc1012	L-Tyrosine
L-Tyrosine##bc1012##Metabolite	1.88984507	0.35833106	0.17681927	0.09985467	0.09985467	0.09985467	0.09985467	5.97e-06	0.0	L-Tyrosine	bc1012
bc1012##L-Valine##Microbe	-5.51611604	-1.04590358	-0.51610349	-0.29145771	-0.29145771	-0.29145771	-0.29145771	-1.741e-05	0.0	bc1012	L-Valine
L-Valine##bc1012##Metabolite	5.51611604	1.04590358	0.51610349	0.29145771	0.29145771	0.29145771	0.29145771	1.741e-05	0.0	L-Valine	bc1012
bc1012##Mg##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Mg
Mg##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Mg	bc1012
bc1012##Mn2+##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Mn2+
Mn2+##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Mn2+	bc1012
bc1012##Myristic acid##Microbe	-1.95838103	-0.37132608	-0.18323169	-0.10347593	-0.10347593	-0.10347593	-0.10347593	-6.18e-06	0.0	bc1012	Myristic acid
Myristic acid##bc1012##Metabolite	1.95838103	0.37132608	0.18323169	0.10347593	0.10347593	0.10347593	0.10347593	6.18e-06	0.0	Myristic acid	bc1012
bc1012##N-Acetyl-D-glucosamine##Microbe	-1.39092242	-0.26373099	-0.13013865	-0.07349285	-0.07349285	-0.07349285	-0.07349285	-4.39e-06	0.0	bc1012	N-Acetyl-D-glucosamine
N-Acetyl-D-glucosamine##bc1012##Metabolite	1.39092242	0.26373099	0.13013865	0.07349285	0.07349285	0.07349285	0.07349285	4.39e-06	0.0	N-Acetyl-D-glucosamine	bc1012
bc1012##NADP##Microbe	-0.0878912	-0.01666494	-0.00822335	-0.00464395	-0.00464395	-0.00464395	-0.00464395	-2.8e-07	0.0	bc1012	NADP
NADP##bc1012##Metabolite	0.0878912	0.01666494	0.00822335	0.00464395	0.00464395	0.00464395	0.00464395	2.8e-07	0.0	NADP	bc1012
bc1012##Niacin##Microbe	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	bc1012	Niacin
bc1012##Nicotinamide ribonucleotide##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Nicotinamide ribonucleotide
Nicotinamide ribonucleotide##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Nicotinamide ribonucleotide	bc1012
bc1012##O2##Microbe	-82.67668179	-12.45366582	-7.04984988	-5.29414031	-5.29414031	-5.29414031	-5.29414031	-0.00032317	0.0	bc1012	O2
O2##bc1012##Metabolite	82.67668179	12.45366582	7.04984988	5.29414031	5.29414031	5.29414031	5.29414031	0.00032317	0.0	O2	bc1012
bc1012##Oxidized glutathione##Microbe	-0.0219728	-0.00416623	-0.00205584	-0.00116099	-0.00116099	-0.00116099	-0.00116099	-7e-08	0.0	bc1012	Oxidized glutathione
Oxidized glutathione##bc1012##Metabolite	0.0219728	0.00416623	0.00205584	0.00116099	0.00116099	0.00116099	0.00116099	7e-08	0.0	Oxidized glutathione	bc1012
bc1012##PPi##Microbe	0.30311861	0.05747392	0.02836064	0.01601603	0.01601603	0.01601603	0.01601603	9.6e-07	0.0	bc1012	PPi
bc1012##Putrescine##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Putrescine
Putrescine##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Putrescine	bc1012
bc1012##Pyridoxal##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Pyridoxal
Pyridoxal##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Pyridoxal	bc1012
bc1012##Riboflavin##Microbe	-0.13183681	-0.02499741	-0.01233503	-0.00696593	-0.00696593	-0.00696593	-0.00696593	-4.2e-07	0.0	bc1012	Riboflavin
Riboflavin##bc1012##Metabolite	0.13183681	0.02499741	0.01233503	0.00696593	0.00696593	0.00696593	0.00696593	4.2e-07	0.0	Riboflavin	bc1012
bc1012##S-Adenosyl-L-methionine##Microbe	-0.13183681	-0.02499741	-0.01233503	-0.00696593	-0.00696593	-0.00696593	-0.00696593	-4.2e-07	0.0	bc1012	S-Adenosyl-L-methionine
S-Adenosyl-L-methionine##bc1012##Metabolite	0.13183681	0.02499741	0.01233503	0.00696593	0.00696593	0.00696593	0.00696593	4.2e-07	0.0	S-Adenosyl-L-methionine	bc1012
bc1012##Spermidine##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Spermidine
Spermidine##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Spermidine	bc1012
bc1012##Succinate##Microbe	88.57591415	31.29624862	11.37268301	0.514424	0.514424	0.514424	0.514424	0.0	0.0	bc1012	Succinate
bc1012##Sulfate##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Sulfate
Sulfate##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Sulfate	bc1012
bc1012##TRHL##Microbe	-0.9275924	-0.17587959	-0.08678818	-0.04901165	-0.04901165	-0.04901165	-0.04901165	-2.93e-06	0.0	bc1012	TRHL
TRHL##bc1012##Metabolite	0.9275924	0.17587959	0.08678818	0.04901165	0.04901165	0.04901165	0.04901165	2.93e-06	0.0	TRHL	bc1012
bc1012##TTP##Microbe	-0.18667783	-0.03539574	-0.01746611	-0.00986359	-0.00986359	-0.00986359	-0.00986359	-5.9e-07	0.0	bc1012	TTP
TTP##bc1012##Metabolite	0.18667783	0.03539574	0.01746611	0.00986359	0.00986359	0.00986359	0.00986359	5.9e-07	0.0	TTP	bc1012
bc1012##Thiamin##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Thiamin
Thiamin##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Thiamin	bc1012
bc1012##UMP##Microbe	-1.46641044	-0.27804418	-0.13720153	-0.07748144	-0.07748144	-0.07748144	-0.07748144	-4.63e-06	0.0	bc1012	UMP
UMP##bc1012##Metabolite	1.46641044	0.27804418	0.13720153	0.07748144	0.07748144	0.07748144	0.07748144	4.63e-06	0.0	UMP	bc1012
bc1012##Zn2+##Microbe	-0.0439456	-0.00833247	-0.00411168	-0.00232198	-0.00232198	-0.00232198	-0.00232198	-1.4e-07	0.0	bc1012	Zn2+
Zn2+##bc1012##Metabolite	0.0439456	0.00833247	0.00411168	0.00232198	0.00232198	0.00232198	0.00232198	1.4e-07	0.0	Zn2+	bc1012
bc1012##dATP##Microbe	-0.18667783	-0.03539574	-0.01746611	-0.00986359	-0.00986359	-0.00986359	-0.00986359	-5.9e-07	0.0	bc1012	dATP
dATP##bc1012##Metabolite	0.18667783	0.03539574	0.01746611	0.00986359	0.00986359	0.00986359	0.00986359	5.9e-07	0.0	dATP	bc1012
bc1012##dGTP##Microbe	-0.2710908	-0.05140117	-0.02536403	-0.01432376	-0.01432376	-0.01432376	-0.01432376	-8.6e-07	0.0	bc1012	dGTP
dGTP##bc1012##Metabolite	0.2710908	0.05140117	0.02536403	0.01432376	0.01432376	0.01432376	0.01432376	8.6e-07	0.0	dGTP	bc1012
bc1012##ddca##Microbe	-0.39167621	-0.07426522	-0.03664634	-0.02069519	-0.02069519	-0.02069519	-0.02069519	-1.24e-06	0.0	bc1012	ddca
ddca##bc1012##Metabolite	0.39167621	0.07426522	0.03664634	0.02069519	0.02069519	0.02069519	0.02069519	1.24e-06	0.0	ddca	bc1012
bc1012##fe3##Microbe	-0.13183681	-0.02499741	-0.01233503	-0.00696593	-0.00696593	-0.00696593	-0.00696593	-4.2e-07	0.0	bc1012	fe3
fe3##bc1012##Metabolite	0.13183681	0.02499741	0.01233503	0.00696593	0.00696593	0.00696593	0.00696593	4.2e-07	0.0	fe3	bc1012
bc1012##meso-2,6-Diaminopimelate##Microbe	-0.39167621	-0.07426522	-0.03664634	-0.02069519	-0.02069519	-0.02069519	-0.02069519	-1.24e-06	0.0	bc1012	meso-2,6-Diaminopimelate
meso-2,6-Diaminopimelate##bc1012##Metabolite	0.39167621	0.07426522	0.03664634	0.02069519	0.02069519	0.02069519	0.02069519	1.24e-06	0.0	meso-2,6-Diaminopimelate	bc1012
